"24","21.54945196"
"64","63.61364981"
"12","11.29627199"
"50","47.46446305"
"61","60.02274882"
"15","17.21865634"
"75","72.60339326"
"38","36.58639803"
"15","11.87964573"
"87","87.28898389"
"100","100.7012737"
"36","32.46387493"
"43","45.12420809"
"12","10.78089683"
"13","14.81106804"
"81","80.7633986"
"48","48.09368034"
"25","24.61215147"
"45","42.29145672"
"5","6.963319071"
"52","52.73389794"
"16","11.23757338"
"34","36.72396986"
"16","13.53290206"
"30","28.64535198"
"24","24.60323899"
"65","62.16675273"
"100","95.58459518"
"39","39.40049976"
"67","66.04325304"
"54","48.43753838"
"99","99.9566225"
"60","61.69900319"
"45","46.14941984"
"26","26.92832418"
"87","89.13754963"
"73","69.71787806"
"73","70.4052055"
"9","12.31736648"
"29","29.34092408"
"81","78.20296268"
"31","25.30895192"
"72","71.30995371"
"68","69.02934339"
"81","81.45544709"
"58","58.59500642"
"87","84.99484703"
"93","94.62509374"
"58","57.04310305"
"82","88.60376995"
"54","50.5921991"
"66","63.64868529"
"84","83.02772202"
"97","94.9752655"
"58","57.05752706"
"49","47.95883341"
"20","24.34226432"
"90","94.68488281"
"48","48.03970696"
"4","7.08132338"
"25","21.99239907"
"42","42.33151664"
"0","-3.836652144"
"0","0.329089443"
"60","61.92303698"
"59","62.03811556"
"93","91.17716423"
"39","39.45358014"
"62","61.26514581"
"7","5.996069607"
"17","13.24991628"
"21","22.59015942"
"68","61.18044414"
"90","88.61672694"
"84","85.02778957"
"23","21.13655528"
"19","23.85017475"
"0","-1.28631089"
"58","61.94273962"
"93","92.01203405"
"14","10.26712261"
"19","21.96033347"
"58","54.14681616"
"36","33.66194193"
"87","87.00645713"
"19","17.60946242"
"37","37.69447352"
"59","58.5630564"
"20","19.62278654"
"51","52.82390762"
"35","34.78561007"
"63","62.03190983"
"19","22.1363481"
"33","35.07467353"
"56","52.67003801"
"62","58.09031476"
"85","86.18822311"
"98","97.19448821"
"44","42.63227697"
"90","90.50155298"
"5","4.09817744"
"59","61.2229864"
"51","50.5123462"
"93","94.45211871"
"14","17.70677576"
"22","21.10794636"
"9","11.85312574"
"38","37.36298431"
"75","80.23051695"
"13","10.28574844"
"69","62.64931741"
"98","96.04932416"
"10","9.616859804"
"99","100.0953697"
"17","20.02797699"
"31","30.6063167"
"58","61.7510743"
"94","96.19000542"
"74","71.61010303"
"73","71.30828034"
"21","23.77154623"
"37","34.59311043"
"51","51.90142035"
"19","22.66073682"
"23","19.02332876"
"50","50.02897927"
"11","10.76669688"
"24","26.68794368"
"88","90.5799868"
"0","0.376911899"
"47","48.71787679"
"12","6.806419002"
"79","78.74139764"
"75","77.33986001"
"91","85.23492274"
"21","28.90260209"
"71","71.65789964"
"64","66.7346608"
"10","8.938990554"
"5","0.707510638"
"39","39.89606046"
"58","57.07748383"
"92","91.85091116"
"32","28.41453196"
"99","99.11200375"
"41","44.46272123"
"28","26.22196486"
"32","33.21584226"
"7","7.459605998"
"32","35.72392691"
"4","2.316708112"
"75","76.88604495"
"5","4.928546187"
"99","99.30874567"
"49","52.50336074"
"27","25.77161074"
"90","91.19109623"
"64","67.85169407"
"3","8.489164326"
"11","6.963371967"
"98","98.50371084"
"38","31.11331895"
"32","31.97989959"
"46","45.51171028"
"83","81.4281205"
"13","12.65537808"
"25","22.62365422"
"96","95.56065366"
"83","78.52505087"
"9","9.526431641"
"26","25.80714057"
"34","36.10893209"
"76","73.51081775"
"49","46.43628318"
"95","91.775467"
"1","-3.83998112"
"53","49.21863516"
"50","48.97302037"
"77","80.50445387"
"94","93.25305499"
"42","50.05636123"
"27","23.47650968"
"25","25.46292549"
"20","17.13551132"
"54","55.32164264"
"12","14.55896144"
"55","59.1244888"
"45","41.53992729"
"0","1.100686692"
"91","91.64730552"
"61","66.16652565"
"73","71.98020786"
"10","9.230857489"
"35","30.13666408"
"86","83.88427405"
"47","47.41377893"
"90","89.91004752"
"33","34.76441561"
"13","8.335654576"
"84","86.10796637"
"46","47.88388961"
"24","21.81267954"
"46","45.00397413"
"48","48.89963951"
"32","31.15664574"
"8","9.190375682"
"48","46.78108638"
"71","74.83135003"
"9","12.91328547"
"28","30.23177607"
"93","94.55203143"
"24","24.21914027"
"99","94.97068753"
"56","57.87219151"
"8","2.379172481"
"49","50.61728392"
"20","21.47982988"
"79","78.67470043"
"90","86.236707"
"38","35.79795462"
"89","89.10409255"
"78","82.0763803"
"41","43.26595082"
"81","78.87097714"
"27","26.68273277"
"42","47.2492425"
"58","59.46383041"
"26","28.90055826"
"95","96.18852325"
"31","31.300416"
"78","78.38491927"
"70","71.1433266"
"71","68.4739206"
"44","42.94274064"
"39","39.98238856"
"68","64.43231595"
"7","4.075776144"
"87","84.21191485"
"48","47.85817542"
"58","57.3069783"
"56","51.20390217"
"52","52.52101436"
"45","43.9367213"
"26","25.7440243"
